id,season_no,house,action,success,detail
1385,81,Pegahmagabow,Cultivate influence,1,
1386,81,Byrne,Consolidate (rest),1,
1387,81,Meagher 2,Cultivate influence,0,
1388,81,Marchand,Correspond,1,Dawes
1389,81,Skye,Expand,0,
1390,81,Proulx,Invest,1,
1391,81,Worts,Consolidate (rest),1,
1392,81,Colby,Invest,1,
1393,81,Gillies,Consolidate (rest),1,
1394,81,Fairbanks,Correspond,1,Cornwall
1395,81,Lucas,Consolidate (rest),1,
1396,81,Dawes,Expand,0,
1397,81,Wallace 2,Correspond,0,
1398,81,Turgeon,Invest,1,
1399,82,Elliott,Expand,1,Abitibi—Baie-James—Nunavik—Eeyou
1400,82,Wallace,Propose compact,0,
1401,82,Stefaniuk,Invest,1,
1402,82,Benjamin,Propose compact,0,
1403,82,Mercier,Invest,1,
1404,82,Bouchard,Expand,1,Bellechasse—Les Etchemins—Lévis
1405,82,Hays,Invest,1,
1406,82,McLellan,Invest,1,
1407,82,Cornwall,Invest,1,
1408,82,Langelier,Correspond,1,Rouleau
1409,82,Meagher,Petition elevation,0,
1410,82,Hoover,Correspond,1,Skye
1411,82,Forbes,Cede / swap,1,McLellan
1412,82,Rochon,Cultivate influence,1,
1413,82,Patterson,Consolidate (rest),1,
1414,82,Cameron,Propose compact,0,
1415,82,Bird,Cultivate influence,1,
1416,82,Cardinal,Cultivate influence,0,
1417,82,Rouleau,Correspond,1,Hendrie
1418,82,Hendrie,Petition elevation,0,
1419,82,Bhullar,Endow,1,
1420,82,Pegahmagabow,Invest,1,
1421,82,Byrne,Correspond,0,
1422,82,Meagher 2,Invest,1,
1423,82,Marchand,Correspond,1,Byrne
1424,82,Skye,Invest,1,
1425,82,Proulx,Correspond,0,
1426,82,Worts,Correspond,1,Dawes
1427,82,Colby,Consolidate (rest),1,
1428,82,Gillies,Expand,1,Scarborough North
1429,82,Fairbanks,Cultivate influence,1,
1430,82,Lucas,Expand,1,Oakville East
1431,82,Dawes,Invest,1,
1432,82,Wallace 2,Invest,1,
1433,82,Turgeon,Consolidate (rest),1,
1434,83,Elliott,Correspond,1,Mercier
1435,83,Wallace,Invest,1,
1436,83,Stefaniuk,Correspond,1,Wallace
1437,83,Benjamin,Propose compact,0,
1438,83,Mercier,Consolidate (rest),1,
1439,83,Bouchard,Correspond,1,Dawes
1440,83,Hays,Expand,1,Mount Royal
1441,83,McLellan,Correspond,1,Colby
1442,83,Cornwall,Expand,0,
1443,83,Langelier,Invest,1,
1444,83,Meagher,Petition elevation,0,
1445,83,Hoover,Invest,1,
1446,83,Forbes,Invest,1,
1447,83,Rochon,Correspond,1,Wallace 2
1448,83,Patterson,Correspond,1,Forbes
1449,83,Cameron,Expand,0,
1450,83,Bird,Invest,1,
1451,83,Cardinal,Cultivate influence,1,
1452,83,Rouleau,Correspond,1,Proulx
1453,83,Hendrie,Invest,1,
1454,83,Bhullar,Cultivate influence,0,
1455,83,Pegahmagabow,Correspond,1,Gillies
1456,83,Byrne,Correspond,1,Bird
1457,83,Meagher 2,Expand,0,
1458,83,Marchand,Cultivate influence,1,
1459,83,Skye,Invest,1,
1460,83,Proulx,Expand,0,
1461,83,Worts,Cultivate influence,0,
1462,83,Colby,Cultivate influence,1,
1463,83,Gillies,Propose compact,0,
1464,83,Fairbanks,Consolidate (rest),1,
1465,83,Lucas,Invest,1,
1466,83,Dawes,Propose compact,0,
1467,83,Wallace 2,Name heir,1,
1468,83,Turgeon,Correspond,1,Cameron
1469,84,Elliott,Invest,1,
1470,84,Wallace,Cultivate influence,1,
1471,84,Stefaniuk,Invest,1,
1472,84,Benjamin,Name heir,1,
1473,84,Mercier,Expand,1,La Pointe-de-l'Île
1474,84,Bouchard,Cultivate influence,1,
1475,84,Hays,Cultivate influence,1,
1476,84,McLellan,Expand,1,Beauséjour
1477,84,Cornwall,Cultivate influence,0,
1478,84,Langelier,Expand,1,Nunavut
1479,84,Meagher,Invest,1,
1480,84,Hoover,Propose compact,0,
1481,84,Forbes,Invest,1,
1482,84,Rochon,Cultivate influence,1,
1483,84,Patterson,Invest,1,
1484,84,Cameron,Expand,0,
1485,84,Bird,Consolidate (rest),1,
1486,84,Cardinal,Propose compact,1,Hoover
1487,84,Rouleau,Consolidate (rest),1,
1488,84,Hendrie,Consolidate (rest),1,
1489,84,Bhullar,Consolidate (rest),1,
1490,84,Pegahmagabow,Expand,1,Thunder Bay—Rainy River
1491,84,Byrne,Invest,1,
1492,84,Meagher 2,Correspond,1,Cameron
1493,84,Marchand,Invest,1,
1494,84,Skye,Expand,1,Peterborough
1495,84,Proulx,Expand,1,Orléans
1496,84,Worts,Consolidate (rest),1,
1497,84,Colby,Invest,1,
1498,84,Gillies,Correspond,1,Hendrie
1499,84,Fairbanks,Name heir,1,
1500,84,Lucas,Expand,1,Burlington
1501,84,Dawes,Expand,1,Honoré-Mercier
1502,84,Wallace 2,Invest,1,
1503,84,Turgeon,Name heir,1,
1504,85,Elliott,Consolidate (rest),1,
1505,85,Wallace,Invest,1,
1506,85,Stefaniuk,Dispute,0,Cardinal
1507,85,Benjamin,Correspond,0,Colby
1508,85,Mercier,Propose compact,0,
1509,85,Bouchard,Consolidate (rest),1,
1510,85,Hays,Expand,0,
1511,85,McLellan,Petition elevation,1,
1512,85,Cornwall,Correspond,1,Bhullar
1513,85,Langelier,Petition elevation,0,
1514,85,Meagher,Petition elevation,0,
1515,85,Hoover,Petition elevation,0,
1516,85,Forbes,Invest,1,
1517,85,Rochon,Invest,1,
1518,85,Patterson,Invest,1,
1519,85,Cameron,Invest,1,
1520,85,Bird,Endow,1,
1521,85,Cardinal,Cultivate influence,1,
1522,85,Rouleau,Correspond,1,Proulx
1523,85,Hendrie,Cultivate influence,0,
1524,85,Bhullar,Cultivate influence,1,
1525,85,Pegahmagabow,Propose compact,1,Rouleau
1526,85,Byrne,Correspond,1,Marchand
1527,85,Meagher 2,Expand,1,Sarnia—Lambton—Bkejwanong
1528,85,Marchand,Correspond,0,
1529,85,Skye,Invest,1,
1530,85,Proulx,Invest,1,
1531,85,Worts,Invest,1,
1532,85,Colby,Cultivate influence,1,
1533,85,Gillies,Expand,1,Scarborough—Agincourt
1534,85,Fairbanks,Consolidate (rest),1,
1535,85,Lucas,Correspond,0,
1536,85,Dawes,Propose compact,0,
1537,85,Wallace 2,Cultivate influence,1,
1538,85,Turgeon,Marriage alliance,1,Cameron
1539,86,Elliott,Invest,1,
1540,86,Wallace,Invest,1,
1541,86,Stefaniuk,Expand,0,
1542,86,Benjamin,Cede / swap,0,
1543,86,Mercier,Invest,1,
1544,86,Bouchard,Petition elevation,0,
1545,86,Hays,Name heir,1,
1546,86,McLellan,Invest,1,
1547,86,Cornwall,Cultivate influence,1,
1548,86,Langelier,Petition elevation,1,
1549,86,Meagher,Petition elevation,1,
1550,86,Hoover,Cultivate influence,1,
1551,86,Forbes,Cultivate influence,1,
1552,86,Rochon,Cultivate influence,1,
1553,86,Patterson,Correspond,1,McLellan
1554,86,Cameron,Expand,1,Markham—Stouffville
1555,86,Bird,Marriage alliance,1,Skye
1556,86,Cardinal,Cultivate influence,0,
1557,86,Rouleau,Invest,1,
1558,86,Hendrie,Invest,1,
1559,86,Bhullar,Consolidate (rest),1,
1560,86,Pegahmagabow,Cultivate influence,0,
1561,86,Byrne,Name heir,1,
1562,86,Meagher 2,Expand,0,
1563,86,Marchand,Consolidate (rest),1,
1564,86,Skye,Expand,0,
1565,86,Proulx,Propose compact,0,
1566,86,Worts,Reconcile,1,Hendrie
1567,86,Colby,Cultivate influence,1,
1568,86,Gillies,Propose compact,0,
1569,86,Fairbanks,Consolidate (rest),1,
1570,86,Lucas,Consolidate (rest),1,
1571,86,Dawes,Invest,1,
1572,86,Wallace 2,Consolidate (rest),1,
1573,86,Turgeon,Correspond,1,Dawes
1574,87,Elliott,Name heir,1,
1575,87,Wallace,Invest,1,
1576,87,Stefaniuk,Cultivate influence,1,
1577,87,Benjamin,Correspond,1,Worts
1578,87,Mercier,Correspond,1,Meagher 2
1579,87,Bouchard,Cultivate influence,0,
1580,87,Hays,Correspond,0,
1581,87,McLellan,Propose compact,1,Rouleau
1582,87,Cornwall,Correspond,1,Fairbanks
1583,87,Langelier,Consolidate (rest),1,
1584,87,Meagher,Expand,0,
1585,87,Hoover,Invest,1,
1586,87,Forbes,Invest,1,
1587,87,Rochon,Cultivate influence,1,
1588,87,Patterson,Cultivate influence,1,
1589,87,Cameron,Cultivate influence,0,
1590,87,Bird,Petition elevation,0,
1591,87,Cardinal,Dispute,0,Stefaniuk
1592,87,Rouleau,Invest,1,
1593,87,Hendrie,Consolidate (rest),1,
1594,87,Bhullar,Invest,1,
1595,87,Pegahmagabow,Invest,1,
1596,87,Byrne,Invest,1,
1597,87,Meagher 2,Correspond,1,Mercier
1598,87,Marchand,Cultivate influence,1,
1599,87,Skye,Expand,0,
1600,87,Proulx,Consolidate (rest),1,
1601,87,Worts,Propose compact,1,Cardinal
1602,87,Colby,Propose compact,1,Hays
1603,87,Gillies,Consolidate (rest),1,
1604,87,Fairbanks,Cultivate influence,1,
1605,87,Lucas,Invest,1,
1606,87,Dawes,Propose compact,0,
1607,87,Wallace 2,Invest,1,
1608,87,Turgeon,Expand,1,Marc-Aurèle-Fortin
1609,87,Gillies 2,Cultivate influence,1,
1610,88,Elliott,Expand,1,Algonquin—Renfrew—Pembroke
1611,88,Wallace,Invest,1,
1612,88,Stefaniuk,Cultivate influence,1,
1613,88,Benjamin,Invest,1,
1614,88,Mercier,Cultivate influence,0,
1615,88,Bouchard,Cultivate influence,1,
1616,88,Hays,Cultivate influence,1,
1617,88,McLellan,Invest,1,
1618,88,Cornwall,Expand,1,Richmond Centre—Marpole
1619,88,Langelier,Dispute,0,Benjamin
1620,88,Meagher,Invest,1,
1621,88,Hoover,Invest,1,
1622,88,Forbes,Cultivate influence,0,
1623,88,Rochon,Invest,1,
1624,88,Patterson,Invest,1,
1625,88,Cameron,Cultivate influence,0,
1626,88,Bird,Cultivate influence,0,
1627,88,Cardinal,Dispute,0,Stefaniuk
1628,88,Rouleau,Propose compact,0,
1629,88,Hendrie,Expand,1,Etobicoke Centre
1630,88,Bhullar,Correspond,1,Fairbanks
1631,88,Pegahmagabow,Invest,1,
1632,88,Byrne,Cultivate influence,0,
1633,88,Meagher 2,Correspond,0,Skye
1634,88,Marchand,Correspond,1,Wallace
1635,88,Skye,Invest,1,
1636,88,Proulx,Cultivate influence,0,
1637,88,Worts,Expand,1,Burlington North—Milton West
1638,88,Colby,Cede / swap,1,Benjamin
1639,88,Gillies,Invest,1,
1640,88,Fairbanks,Cultivate influence,1,
1641,88,Lucas,Correspond,0,
1642,88,Dawes,Endow,1,
1643,88,Wallace 2,Correspond,1,Wallace
1644,88,Turgeon,Cultivate influence,1,
1645,88,Gillies 2,Expand,0,
1646,89,Elliott,Invest,1,
1647,89,Wallace,Cultivate influence,1,
1648,89,Stefaniuk,Consolidate (rest),1,
1649,89,Benjamin,Invest,1,
1650,89,Mercier,Cede / swap,1,Benjamin
1651,89,Bouchard,Invest,1,
1652,89,Hays,Cultivate influence,0,
1653,89,McLellan,Expand,1,Miramichi—Grand Lake
1654,89,Cornwall,Expand,0,
1655,89,Langelier,Reconcile,1,Benjamin
1656,89,Meagher,Correspond,1,Wallace
1657,89,Hoover,Expand,0,
1658,89,Forbes,Invest,1,
1659,89,Rochon,Invest,1,
1660,89,Patterson,Invest,1,
1661,89,Cameron,Propose compact,1,Meagher 2
1662,89,Bird,Cultivate influence,1,
1663,89,Cardinal,Correspond,1,Gillies 2
1664,89,Rouleau,Invest,1,
1665,89,Hendrie,Petition elevation,0,
1666,89,Bhullar,Invest,1,
1667,89,Pegahmagabow,Correspond,1,Patterson
1668,89,Byrne,Invest,1,
1669,89,Meagher 2,Cultivate influence,1,
1670,89,Marchand,Invest,1,
1671,89,Skye,Expand,0,
1672,89,Proulx,Invest,1,
1673,89,Worts,Expand,1,Brampton East
1674,89,Colby,Correspond,1,Worts
1675,89,Gillies,Expand,1,Scarborough—Guildwood—Rouge Park
1676,89,Fairbanks,Expand,1,Leduc—Wetaskiwin
1677,89,Lucas,Correspond,0,
1678,89,Dawes,Cultivate influence,0,
1679,89,Wallace 2,Invest,1,
1680,89,Turgeon,Propose compact,0,
1681,89,Gillies 2,Consolidate (rest),1,
1682,90,Elliott,Marriage alliance,0,
1683,90,Wallace,Correspond,1,Marchand
1684,90,Stefaniuk,Consolidate (rest),1,
1685,90,Benjamin,Name heir,1,
1686,90,Mercier,Cultivate influence,1,
1687,90,Bouchard,Cultivate influence,0,
1688,90,Hays,Cultivate influence,1,
1689,90,McLellan,Cultivate influence,1,
1690,90,Cornwall,Invest,1,
1691,90,Langelier,Cultivate influence,0,
1692,90,Meagher,Expand,0,
1693,90,Hoover,Cultivate influence,0,
1694,90,Forbes,Cultivate influence,0,
1695,90,Rochon,Cultivate influence,1,
1696,90,Patterson,Expand,1,Saint John—St. Croix
1697,90,Cameron,Cultivate influence,0,
1698,90,Bird,Invest,1,
1699,90,Cardinal,Correspond,1,Gillies 2
1700,90,Rouleau,Propose compact,1,Hendrie
1701,90,Hendrie,Name heir,1,
1702,90,Bhullar,Correspond,1,Fairbanks
1703,90,Pegahmagabow,Correspond,1,Patterson
1704,90,Byrne,Correspond,1,Lucas
1705,90,Meagher 2,Expand,1,Chatham-Kent—Leamington
1706,90,Marchand,Cultivate influence,1,
1707,90,Skye,Consolidate (rest),1,
1708,90,Proulx,Invest,1,
1709,90,Worts,Invest,1,
1710,90,Colby,Name heir,1,
1711,90,Gillies,Correspond,1,Hendrie
1712,90,Fairbanks,Propose compact,0,
1713,90,Lucas,Correspond,1,Byrne
1714,90,Dawes,Correspond,1,Turgeon
1715,90,Wallace 2,Expand,1,Cambridge
1716,90,Turgeon,Invest,1,
1717,90,Gillies 2,Invest,1,
1718,91,Elliott,Cultivate influence,0,
1719,91,Wallace,Expand,1,Wellington—Halton Hills North
1720,91,Stefaniuk,Invest,1,
1721,91,Benjamin,Invest,1,
1722,91,Mercier,Cultivate influence,0,
1723,91,Bouchard,Invest,1,
1724,91,Hays,Invest,1,
1725,91,McLellan,Consolidate (rest),1,
1726,91,Cornwall,Expand,0,
1727,91,Langelier,Correspond,1,Hoover
1728,91,Meagher,Correspond,1,Wallace 2
1729,91,Hoover,Invest,1,
1730,91,Forbes,Cultivate influence,1,
1731,91,Rochon,Cultivate influence,0,
1732,91,Patterson,Propose compact,1,Marchand
1733,91,Cameron,Invest,1,
1734,91,Bird,Cultivate influence,1,
1735,91,Cardinal,Dispute,0,Stefaniuk
1736,91,Rouleau,Consolidate (rest),1,
1737,91,Hendrie,Invest,1,
1738,91,Bhullar,Cultivate influence,1,
1739,91,Pegahmagabow,Name heir,1,
1740,91,Byrne,Expand,1,Mississauga—Streetsville
1741,91,Meagher 2,Reconcile,1,Skye
1742,91,Marchand,Cultivate influence,1,
1743,91,Skye,Propose compact,0,
1744,91,Proulx,Expand,0,
1745,91,Worts,Invest,1,
1746,91,Colby,Consolidate (rest),1,
1747,91,Gillies,Consolidate (rest),1,
1748,91,Fairbanks,Correspond,1,Bird
1749,91,Lucas,Name heir,1,
1750,91,Dawes,Invest,1,
1751,91,Wallace 2,Cultivate influence,1,
1752,91,Turgeon,Consolidate (rest),1,
1753,91,Gillies 2,Expand,1,Newmarket—Aurora
1754,92,Elliott,Invest,1,
1755,92,Wallace,Cultivate influence,1,
1756,92,Stefaniuk,Cultivate influence,1,
1757,92,Benjamin,Cultivate influence,1,
1758,92,Mercier,Invest,1,
1759,92,Bouchard,Consolidate (rest),1,
1760,92,Hays,Correspond,0,
1761,92,McLellan,Invest,1,
1762,92,Cornwall,Propose compact,1,Fairbanks
1763,92,Langelier,Cultivate influence,0,
1764,92,Meagher,Invest,1,
1765,92,Hoover,Invest,1,
1766,92,Forbes,Invest,1,
1767,92,Rochon,Consolidate (rest),1,
1768,92,Patterson,Consolidate (rest),1,
1769,92,Cameron,Propose compact,0,
1770,92,Bird,Consolidate (rest),1,
1771,92,Cardinal,Invest,1,
1772,92,Rouleau,Expand,1,Brome—Missisquoi
1773,92,Hendrie,Petition elevation,0,
1774,92,Bhullar,Expand,1,Grande Prairie
1775,92,Pegahmagabow,Invest,1,
1776,92,Byrne,Propose compact,0,
1777,92,Meagher 2,Cultivate influence,1,
1778,92,Marchand,Petition elevation,0,
1779,92,Skye,Propose compact,1,Elliott
1780,92,Proulx,Correspond,0,
1781,92,Worts,Invest,1,
1782,92,Colby,Correspond,1,Worts
1783,92,Gillies,Marriage alliance,1,Pegahmagabow
1784,92,Fairbanks,Correspond,1,Bird
1785,92,Lucas,Cultivate influence,1,
1786,92,Dawes,Cultivate influence,1,
1787,92,Wallace 2,Expand,0,
1788,92,Turgeon,Correspond,1,Meagher
1789,92,Gillies 2,Propose compact,0,
1790,93,Elliott,Correspond,1,Pegahmagabow
1791,93,Wallace,Invest,1,
1792,93,Stefaniuk,Reconcile,0,
1793,93,Benjamin,Correspond,1,Worts
1794,93,Mercier,Cultivate influence,1,
1795,93,Bouchard,Petition elevation,0,
1796,93,Hays,Correspond,1,Byrne
1797,93,McLellan,Cultivate influence,1,
1798,93,Cornwall,Consolidate (rest),1,
1799,93,Langelier,Propose compact,0,
1800,93,Meagher,Cultivate influence,0,
1801,93,Hoover,Petition elevation,0,
1802,93,Forbes,Cultivate influence,1,
1803,93,Rochon,Consolidate (rest),1,
1804,93,Patterson,Expand,0,
1805,93,Cameron,Consolidate (rest),1,
1806,93,Bird,Cultivate influence,0,
1807,93,Cardinal,Cultivate influence,1,
1808,93,Rouleau,Cultivate influence,0,
1809,93,Hendrie,Invest,1,
1810,93,Bhullar,Consolidate (rest),1,
1811,93,Pegahmagabow,Invest,1,
1812,93,Byrne,Invest,1,
1813,93,Meagher 2,Correspond,1,Gillies
1814,93,Marchand,Name heir,1,
1815,93,Skye,Consolidate (rest),1,
1816,93,Proulx,Cultivate influence,0,
1817,93,Worts,Invest,1,
1818,93,Colby,Correspond,1,Rouleau
1819,93,Gillies,Propose compact,0,
1820,93,Fairbanks,Propose compact,1,Bhullar
1821,93,Lucas,Invest,1,
1822,93,Dawes,Expand,1,Saint-Léonard—Saint-Michel
1823,93,Wallace 2,Cultivate influence,1,
1824,93,Turgeon,Expand,0,
1825,93,Gillies 2,Consolidate (rest),1,
1826,93,Furlong,Invest,1,
1827,94,Elliott,Marriage alliance,0,
1828,94,Wallace,Invest,1,
1829,94,Stefaniuk,Correspond,0,
1830,94,Benjamin,Correspond,1,Worts
1831,94,Mercier,Consolidate (rest),1,
1832,94,Bouchard,Correspond,1,Turgeon
1833,94,Hays,Propose compact,0,
1834,94,McLellan,Dispute,0,Forbes
1835,94,Cornwall,Invest,1,
1836,94,Langelier,Cultivate influence,1,
1837,94,Meagher,Invest,1,
1838,94,Hoover,Expand,1,Ottawa Centre
1839,94,Forbes,Cultivate influence,1,
1840,94,Rochon,Cultivate influence,1,
1841,94,Patterson,Cultivate influence,0,
1842,94,Cameron,Name heir,1,
1843,94,Bird,Propose compact,1,Byrne
1844,94,Cardinal,Invest,1,
1845,94,Rouleau,Name heir,1,
1846,94,Hendrie,Expand,1,Mississauga Centre
1847,94,Bhullar,Cultivate influence,0,
1848,94,Pegahmagabow,Expand,1,Kenora—Kiiwetinoong
1849,94,Byrne,Invest,1,
1850,94,Meagher 2,Marriage alliance,1,Cameron
1851,94,Marchand,Invest,1,
1852,94,Skye,Expand,1,Northumberland—Clarke
1853,94,Proulx,Expand,1,Mirabel
1854,94,Worts,Cultivate influence,0,
1855,94,Colby,Cultivate influence,1,
1856,94,Gillies,Consolidate (rest),1,
1857,94,Fairbanks,Consolidate (rest),1,
1858,94,Lucas,Invest,1,
1859,94,Dawes,Cultivate influence,0,
1860,94,Wallace 2,Correspond,1,Meagher
1861,94,Turgeon,Invest,1,
1862,94,Gillies 2,Correspond,1,Stefaniuk
1863,94,Furlong,Invest,1,
1864,95,Elliott,Invest,1,
1865,95,Wallace,Petition elevation,0,
1866,95,Stefaniuk,Correspond,0,
1867,95,Benjamin,Cultivate influence,1,
1868,95,Mercier,Petition elevation,0,
1869,95,Bouchard,Correspond,1,Gillies 2
1870,95,Hays,Propose compact,0,
1871,95,McLellan,Cede / swap,1,Forbes
1872,95,Cornwall,Cultivate influence,0,
1873,95,Langelier,Invest,1,
1874,95,Meagher,Expand,0,
1875,95,Hoover,Invest,1,
1876,95,Forbes,Propose compact,0,
1877,95,Rochon,Cultivate influence,0,
1878,95,Patterson,Consolidate (rest),1,
1879,95,Cameron,Correspond,1,Lucas
1880,95,Bird,Cultivate influence,1,
1881,95,Cardinal,Invest,1,
1882,95,Rouleau,Invest,1,
1883,95,Hendrie,Invest,1,
1884,95,Bhullar,Invest,1,
1885,95,Pegahmagabow,Petition elevation,0,
1886,95,Byrne,Expand,1,Taiaiako'n—Parkdale—High Park
1887,95,Meagher 2,Correspond,1,Gillies
1888,95,Marchand,Correspond,1,Meagher 2
1889,95,Skye,Correspond,1,Meagher
1890,95,Proulx,Cultivate influence,1,
1891,95,Worts,Name heir,1,
1892,95,Colby,Invest,1,
1893,95,Gillies,Invest,1,
1894,95,Fairbanks,Invest,1,
1895,95,Lucas,Invest,1,
1896,95,Dawes,Invest,1,
1897,95,Wallace 2,Invest,1,
1898,95,Turgeon,Expand,1,Vimy
1899,95,Gillies 2,Invest,1,
1900,95,Furlong,Name heir,1,
1901,96,Elliott,Invest,1,
1902,96,Wallace,Cultivate influence,0,
1903,96,Stefaniuk,Correspond,1,Gillies 2
1904,96,Benjamin,Cede / swap,0,
1905,96,Mercier,Cultivate influence,1,
1906,96,Bouchard,Consolidate (rest),1,
1907,96,Hays,Propose compact,0,
1908,96,McLellan,Invest,1,
1909,96,Cornwall,Correspond,0,
1910,96,Langelier,Correspond,1,Colby
1911,96,Meagher,Expand,1,Parry Sound—Muskoka
1912,96,Hoover,Cultivate influence,1,
1913,96,Forbes,Petition elevation,1,
1914,96,Rochon,Invest,1,
1915,96,Patterson,Cultivate influence,0,
1916,96,Cameron,Expand,0,
1917,96,Bird,Propose compact,1,Fairbanks
1918,96,Cardinal,Cultivate influence,1,
1919,96,Rouleau,Correspond,1,Colby
1920,96,Hendrie,Invest,1,
1921,96,Bhullar,Invest,1,
1922,96,Pegahmagabow,Invest,1,
1923,96,Byrne,Expand,1,Davenport
1924,96,Meagher 2,Cultivate influence,1,
1925,96,Marchand,Invest,1,
1926,96,Skye,Consolidate (rest),1,
1927,96,Proulx,Consolidate (rest),1,
1928,96,Worts,Expand,1,Dufferin—Caledon
1929,96,Colby,Invest,1,
1930,96,Gillies,Consolidate (rest),1,
1931,96,Fairbanks,Expand,1,Lakeland
1932,96,Lucas,Invest,1,
1933,96,Dawes,Invest,1,
1934,96,Wallace 2,Correspond,1,Turgeon
1935,96,Turgeon,Propose compact,0,
1936,96,Gillies 2,Propose compact,0,
1937,96,Furlong,Correspond,1,Gillies 2
1938,97,Elliott,Correspond,1,Hoover
1939,97,Wallace,Cultivate influence,0,
1940,97,Stefaniuk,Invest,1,
1941,97,Benjamin,Expand,1,Mégantic—L’Érable—Lotbinière
1942,97,Mercier,Invest,1,
1943,97,Bouchard,Consolidate (rest),1,
1944,97,Hays,Cultivate influence,1,
1945,97,McLellan,Invest,1,
1946,97,Cornwall,Cultivate influence,1,
1947,97,Langelier,Cultivate influence,1,
1948,97,Meagher,Name heir,1,
1949,97,Hoover,Consolidate (rest),1,
1950,97,Forbes,Correspond,1,Rouleau
1951,97,Rochon,Invest,1,
1952,97,Patterson,Expand,0,
1953,97,Cameron,Cultivate influence,0,
1954,97,Bird,Cultivate influence,1,
1955,97,Cardinal,Correspond,1,Bouchard
1956,97,Rouleau,Cultivate influence,0,
1957,97,Hendrie,Correspond,1,Skye
1958,97,Bhullar,Cultivate influence,1,
1959,97,Pegahmagabow,Expand,0,
1960,97,Byrne,Invest,1,
1961,97,Meagher 2,Correspond,1,Marchand
1962,97,Marchand,Cultivate influence,0,
1963,97,Skye,Propose compact,0,
1964,97,Proulx,Invest,1,
1965,97,Worts,Expand,1,Vaughan—Woodbridge
1966,97,Colby,Consolidate (rest),1,
1967,97,Gillies,Cultivate influence,1,
1968,97,Fairbanks,Propose compact,0,
1969,97,Lucas,Cultivate influence,1,
1970,97,Dawes,Correspond,1,Worts
1971,97,Wallace 2,Expand,0,
1972,97,Turgeon,Invest,1,
1973,97,Gillies 2,Correspond,1,Bouchard
1974,97,Furlong,Purchase riding,0,Rouleau
1975,98,Elliott,Expand,0,
1976,98,Wallace,Consolidate (rest),1,
1977,98,Stefaniuk,Correspond,1,Mercier
1978,98,Benjamin,Petition elevation,0,
1979,98,Mercier,Consolidate (rest),1,
1980,98,Bouchard,Cultivate influence,1,
1981,98,Hays,Invest,1,
1982,98,McLellan,Expand,0,
1983,98,Cornwall,Invest,1,
1984,98,Langelier,Invest,1,
1985,98,Meagher,Propose compact,0,
1986,98,Hoover,Propose compact,1,Skye
1987,98,Forbes,Cultivate influence,0,
1988,98,Rochon,Consolidate (rest),1,
1989,98,Patterson,Cultivate influence,1,
1990,98,Cameron,Invest,1,
1991,98,Bird,Cultivate influence,1,
1992,98,Cardinal,Cultivate influence,0,
1993,98,Rouleau,Consolidate (rest),1,
1994,98,Hendrie,Correspond,0,
1995,98,Bhullar,Expand,1,Northwest Territories
1996,98,Pegahmagabow,Invest,1,
1997,98,Byrne,Cultivate influence,1,
1998,98,Meagher 2,Name heir,1,
1999,98,Marchand,Cultivate influence,1,
2000,98,Skye,Invest,1,
2001,98,Proulx,Invest,1,
2002,98,Worts,Correspond,1,Colby
2003,98,Colby,Marriage alliance,1,Hays
2004,98,Gillies,Invest,1,
2005,98,Fairbanks,Invest,1,
2006,98,Lucas,Endow,1,
2007,98,Dawes,Cultivate influence,1,
2008,98,Wallace 2,Expand,1,Bruce—Grey—Owen Sound
2009,98,Turgeon,Expand,1,Rivière-des-Mille-Îles
2010,98,Gillies 2,Consolidate (rest),1,
2011,98,Furlong,Cultivate influence,1,
2012,99,Elliott,Invest,1,
2013,99,Wallace,Cultivate influence,0,
2014,99,Stefaniuk,Petition elevation,0,
2015,99,Benjamin,Invest,1,
2016,99,Mercier,Consolidate (rest),1,
2017,99,Bouchard,Name heir,1,
2018,99,Hays,Consolidate (rest),1,
2019,99,McLellan,Invest,1,
2020,99,Cornwall,Consolidate (rest),1,
2021,99,Langelier,Dispute,0,Benjamin
2022,99,Meagher,Petition elevation,0,
2023,99,Hoover,Name heir,1,
2024,99,Forbes,Marriage alliance,0,
2025,99,Rochon,Invest,1,
2026,99,Patterson,Correspond,1,McLellan
2027,99,Cameron,Cultivate influence,1,
2028,99,Bird,Correspond,1,Lucas
2029,99,Cardinal,Cultivate influence,1,
2030,99,Rouleau,Consolidate (rest),1,
2031,99,Hendrie,Invest,1,
2032,99,Bhullar,Cultivate influence,1,
2033,99,Pegahmagabow,Correspond,1,Turgeon
2034,99,Byrne,Consolidate (rest),1,
2035,99,Meagher 2,Correspond,1,Rouleau
2036,99,Marchand,Correspond,1,Wallace 2
2037,99,Skye,Invest,1,
2038,99,Proulx,Expand,0,
2039,99,Worts,Cultivate influence,1,
2040,99,Colby,Correspond,1,Langelier
2041,99,Gillies,Cultivate influence,1,
2042,99,Fairbanks,Invest,1,
2043,99,Lucas,Cultivate influence,1,
2044,99,Dawes,Correspond,0,
2045,99,Wallace 2,Marriage alliance,0,
2046,99,Turgeon,Propose compact,0,
2047,99,Gillies 2,Correspond,0,
2048,99,Furlong,Invest,1,
2049,100,Elliott,Invest,1,
2050,100,Wallace,Invest,1,
2051,100,Stefaniuk,Correspond,1,Proulx
2052,100,Benjamin,Invest,1,
2053,100,Mercier,Correspond,1,Gillies
